"GO.ID","Term","Annotated","Significant","Expected","fisher"
"GO:0042748","circadian sleep/wake cycle, non-REM slee...",6,0,0.07,"1.00000"
"GO:0042749","regulation of circadian sleep/wake cycle",19,0,0.22,"1.00000"
"GO:0042753","positive regulation of circadian rhythm",18,0,0.21,"1.00000"
"GO:0042754","negative regulation of circadian rhythm",12,0,0.14,"1.00000"
"GO:0042756","drinking behavior",11,0,0.13,"1.00000"
"GO:0042758","long-chain fatty acid catabolic process",9,0,0.1,"1.00000"
"GO:0042759","long-chain fatty acid biosynthetic proce...",27,0,0.31,"1.00000"
"GO:0042761","very long-chain fatty acid biosynthetic ...",13,0,0.15,"1.00000"
"GO:0042772","DNA damage response, signal transduction...",1,0,0.01,"1.00000"
"GO:0042773","ATP synthesis coupled electron transport",101,0,1.17,"1.00000"
"GO:0042774","plasma membrane ATP synthesis coupled el...",1,0,0.01,"1.00000"
"GO:0042775","mitochondrial ATP synthesis coupled elec...",101,0,1.17,"1.00000"
"GO:0042776","proton motive force-driven mitochondrial...",68,0,0.79,"1.00000"
"GO:0042780","tRNA 3'-end processing",7,0,0.08,"1.00000"
"GO:0042791","5S class rRNA transcription by RNA polym...",6,0,0.07,"1.00000"
"GO:0042793","plastid transcription",7,0,0.08,"1.00000"
"GO:0042795","snRNA transcription by RNA polymerase II",16,0,0.19,"1.00000"
"GO:0042796","snRNA transcription by RNA polymerase II...",9,0,0.1,"1.00000"
"GO:0042797","tRNA transcription by RNA polymerase III",11,0,0.13,"1.00000"
"GO:0042816","vitamin B6 metabolic process",6,0,0.07,"1.00000"
"GO:0042817","pyridoxal metabolic process",1,0,0.01,"1.00000"
"GO:0042818","pyridoxamine metabolic process",2,0,0.02,"1.00000"
"GO:0042819","vitamin B6 biosynthetic process",3,0,0.03,"1.00000"
"GO:0042820","vitamin B6 catabolic process",1,0,0.01,"1.00000"
"GO:0042822","pyridoxal phosphate metabolic process",4,0,0.05,"1.00000"
"GO:0042823","pyridoxal phosphate biosynthetic process",2,0,0.02,"1.00000"
"GO:0042832","defense response to protozoan",29,0,0.34,"1.00000"
"GO:0042839","D-glucuronate metabolic process",5,0,0.06,"1.00000"
"GO:0042840","D-glucuronate catabolic process",5,0,0.06,"1.00000"
"GO:0042843","D-xylose catabolic process",1,0,0.01,"1.00000"
"GO:0042851","L-alanine metabolic process",4,0,0.05,"1.00000"
"GO:0042853","L-alanine catabolic process",4,0,0.05,"1.00000"
"GO:0042866","pyruvate biosynthetic process",4,0,0.05,"1.00000"
"GO:0042867","pyruvate catabolic process",3,0,0.03,"1.00000"
"GO:0042868","antisense RNA metabolic process",1,0,0.01,"1.00000"
"GO:0042873","aldonate transmembrane transport",1,0,0.01,"1.00000"
"GO:0042874","D-glucuronate transmembrane transport",1,0,0.01,"1.00000"
"GO:0042883","cysteine transport",3,0,0.03,"1.00000"
"GO:0042904","9-cis-retinoic acid biosynthetic process",4,0,0.05,"1.00000"
"GO:0042905","9-cis-retinoic acid metabolic process",4,0,0.05,"1.00000"
"GO:0042908","xenobiotic transport",61,0,0.71,"1.00000"
"GO:0042918","alkanesulfonate transmembrane transport",8,0,0.09,"1.00000"
"GO:0042930","enterobactin transport",1,0,0.01,"1.00000"
"GO:0042938","dipeptide transport",8,0,0.09,"1.00000"
"GO:0042939","tripeptide transport",12,0,0.14,"1.00000"
"GO:0042940","D-amino acid transport",6,0,0.07,"1.00000"
"GO:0042941","D-alanine transmembrane transport",1,0,0.01,"1.00000"
"GO:0042942","D-serine transmembrane transport",1,0,0.01,"1.00000"
"GO:0042946","glucoside transport",3,0,0.03,"1.00000"
"GO:0042953","lipoprotein transport",25,0,0.29,"1.00000"
"GO:0042976","activation of Janus kinase activity",4,0,0.05,"1.00000"
"GO:0042983","amyloid precursor protein biosynthetic p...",27,0,0.31,"1.00000"
"GO:0042984","regulation of amyloid precursor protein ...",27,0,0.31,"1.00000"
"GO:0042985","negative regulation of amyloid precursor...",20,0,0.23,"1.00000"
"GO:0042986","positive regulation of amyloid precursor...",4,0,0.05,"1.00000"
"GO:0042996","regulation of Golgi to plasma membrane p...",11,0,0.13,"1.00000"
"GO:0042997","negative regulation of Golgi to plasma m...",6,0,0.07,"1.00000"
"GO:0042998","positive regulation of Golgi to plasma m...",6,0,0.07,"1.00000"
"GO:0043001","Golgi to plasma membrane protein transpo...",43,0,0.5,"1.00000"
"GO:0043007","maintenance of rDNA",2,0,0.02,"1.00000"
"GO:0043011","myeloid dendritic cell differentiation",20,0,0.23,"1.00000"
"GO:0043012","regulation of fusion of sperm to egg pla...",1,0,0.01,"1.00000"
"GO:0043030","regulation of macrophage activation",63,0,0.73,"1.00000"
"GO:0043031","negative regulation of macrophage activa...",19,0,0.22,"1.00000"
"GO:0043032","positive regulation of macrophage activa...",30,0,0.35,"1.00000"
"GO:0043038","amino acid activation",45,0,0.52,"1.00000"
"GO:0043039","tRNA aminoacylation",44,0,0.51,"1.00000"
"GO:0043041","amino acid activation for nonribosomal p...",1,0,0.01,"1.00000"
"GO:0043043","peptide biosynthetic process",27,0,0.31,"1.00000"
"GO:0043045","epigenetic programming of gene expressio...",35,0,0.41,"1.00000"
"GO:0043048","dolichyl monophosphate biosynthetic proc...",1,0,0.01,"1.00000"
"GO:0043049","otic placode formation",1,0,0.01,"1.00000"
"GO:0043052","thermotaxis",2,0,0.02,"1.00000"
"GO:0043060","meiotic metaphase I homologous chromosom...",4,0,0.05,"1.00000"
"GO:0043063","intercellular bridge organization",1,0,0.01,"1.00000"
"GO:0043084","penile erection",7,0,0.08,"1.00000"
"GO:0043094","metabolic compound salvage",43,0,0.5,"1.00000"
"GO:0043096","purine nucleobase salvage",3,0,0.03,"1.00000"
"GO:0043097","pyrimidine nucleoside salvage",2,0,0.02,"1.00000"
"GO:0043101","purine-containing compound salvage",25,0,0.29,"1.00000"
"GO:0043102","amino acid salvage",7,0,0.08,"1.00000"
"GO:0043103","hypoxanthine salvage",2,0,0.02,"1.00000"
"GO:0043111","replication fork arrest",4,0,0.05,"1.00000"
"GO:0043112","receptor metabolic process",75,0,0.87,"1.00000"
"GO:0043129","surfactant homeostasis",20,0,0.23,"1.00000"
"GO:0043131","erythrocyte enucleation",5,0,0.06,"1.00000"
"GO:0043132","NAD transport",6,0,0.07,"1.00000"
"GO:0043133","hindgut contraction",2,0,0.02,"1.00000"
"GO:0043134","regulation of hindgut contraction",2,0,0.02,"1.00000"
"GO:0043137","DNA replication, removal of RNA primer",4,0,0.05,"1.00000"
"GO:0043143","regulation of translation by machinery l...",1,0,0.01,"1.00000"
"GO:0043144","sno(s)RNA processing",14,0,0.16,"1.00000"
"GO:0043152","induction of bacterial agglutination",5,0,0.06,"1.00000"
"GO:0043157","response to cation stress",1,0,0.01,"1.00000"
"GO:0043162","ubiquitin-dependent protein catabolic pr...",37,0,0.43,"1.00000"
"GO:0043163","cell envelope organization",2,0,0.02,"1.00000"
"GO:0043173","nucleotide salvage",28,0,0.32,"1.00000"
"GO:0043174","nucleoside salvage",12,0,0.14,"1.00000"
"GO:0043179","rhythmic excitation",1,0,0.01,"1.00000"
"GO:0043181","vacuolar sequestering",1,0,0.01,"1.00000"
"GO:0043201","response to L-leucine",15,0,0.17,"1.00000"
"GO:0043243","positive regulation of protein-containin...",38,0,0.44,"1.00000"
"GO:0043247","telomere maintenance in response to DNA ...",33,0,0.38,"1.00000"
"GO:0043248","proteasome assembly",14,0,0.16,"1.00000"
"GO:0043249","erythrocyte maturation",22,0,0.26,"1.00000"
"GO:0043251","sodium-dependent organic anion transport",1,0,0.01,"1.00000"
"GO:0043252","sodium-independent organic anion transpo...",16,0,0.19,"1.00000"
"GO:0043267","negative regulation of potassium ion tra...",35,0,0.41,"1.00000"
"GO:0043277","apoptotic cell clearance",43,0,0.5,"1.00000"
"GO:0043278","response to morphine",15,0,0.17,"1.00000"
"GO:0043297","apical junction assembly",82,0,0.95,"1.00000"
"GO:0043299","leukocyte degranulation",81,0,0.94,"1.00000"
"GO:0043300","regulation of leukocyte degranulation",46,0,0.53,"1.00000"
"GO:0043301","negative regulation of leukocyte degranu...",13,0,0.15,"1.00000"
"GO:0043302","positive regulation of leukocyte degranu...",25,0,0.29,"1.00000"
"GO:0043303","mast cell degranulation",53,0,0.61,"1.00000"
"GO:0043304","regulation of mast cell degranulation",28,0,0.32,"1.00000"
"GO:0043305","negative regulation of mast cell degranu...",6,0,0.07,"1.00000"
"GO:0043306","positive regulation of mast cell degranu...",14,0,0.16,"1.00000"
"GO:0043307","eosinophil activation",9,0,0.1,"1.00000"
"GO:0043308","eosinophil degranulation",8,0,0.09,"1.00000"
"GO:0043309","regulation of eosinophil degranulation",3,0,0.03,"1.00000"
"GO:0043310","negative regulation of eosinophil degran...",1,0,0.01,"1.00000"
"GO:0043311","positive regulation of eosinophil degran...",2,0,0.02,"1.00000"
"GO:0043312","neutrophil degranulation",12,0,0.14,"1.00000"
"GO:0043313","regulation of neutrophil degranulation",8,0,0.09,"1.00000"
"GO:0043314","negative regulation of neutrophil degran...",2,0,0.02,"1.00000"
"GO:0043315","positive regulation of neutrophil degran...",4,0,0.05,"1.00000"
"GO:0043316","cytotoxic T cell degranulation",4,0,0.05,"1.00000"
"GO:0043317","regulation of cytotoxic T cell degranula...",3,0,0.03,"1.00000"
"GO:0043318","negative regulation of cytotoxic T cell ...",3,0,0.03,"1.00000"
"GO:0043320","natural killer cell degranulation",12,0,0.14,"1.00000"
"GO:0043321","regulation of natural killer cell degran...",5,0,0.06,"1.00000"
"GO:0043322","negative regulation of natural killer ce...",1,0,0.01,"1.00000"
"GO:0043323","positive regulation of natural killer ce...",5,0,0.06,"1.00000"
"GO:0043324","pigment metabolic process involved in de...",2,0,0.02,"1.00000"
"GO:0043328","protein transport to vacuole involved in...",16,0,0.19,"1.00000"
"GO:0043330","response to exogenous dsRNA",49,0,0.57,"1.00000"
"GO:0043353","enucleate erythrocyte differentiation",14,0,0.16,"1.00000"
"GO:0043354","enucleate erythrocyte maturation",5,0,0.06,"1.00000"
"GO:0043363","nucleate erythrocyte differentiation",1,0,0.01,"1.00000"
"GO:0043366","beta selection",3,0,0.03,"1.00000"
"GO:0043368","positive T cell selection",51,0,0.59,"1.00000"
"GO:0043369","CD4-positive or CD8-positive, alpha-beta...",36,0,0.42,"1.00000"
"GO:0043370","regulation of CD4-positive, alpha-beta T...",63,0,0.73,"1.00000"
"GO:0043371","negative regulation of CD4-positive, alp...",25,0,0.29,"1.00000"
"GO:0043372","positive regulation of CD4-positive, alp...",38,0,0.44,"1.00000"
"GO:0043373","CD4-positive, alpha-beta T cell lineage ...",32,0,0.37,"1.00000"
"GO:0043374","CD8-positive, alpha-beta T cell differen...",15,0,0.17,"1.00000"
"GO:0043375","CD8-positive, alpha-beta T cell lineage ...",2,0,0.02,"1.00000"
"GO:0043376","regulation of CD8-positive, alpha-beta T...",8,0,0.09,"1.00000"
"GO:0043377","negative regulation of CD8-positive, alp...",3,0,0.03,"1.00000"
"GO:0043378","positive regulation of CD8-positive, alp...",5,0,0.06,"1.00000"
"GO:0043381","negative regulation of memory T cell dif...",2,0,0.02,"1.00000"
"GO:0043383","negative T cell selection",13,0,0.15,"1.00000"
"GO:0043385","mycotoxin metabolic process",7,0,0.08,"1.00000"
"GO:0043387","mycotoxin catabolic process",1,0,0.01,"1.00000"
"GO:0043388","positive regulation of DNA binding",36,0,0.42,"1.00000"
"GO:0043392","negative regulation of DNA binding",29,0,0.34,"1.00000"
"GO:0043396","corticotropin-releasing hormone secretio...",3,0,0.03,"1.00000"
"GO:0043397","regulation of corticotropin-releasing ho...",3,0,0.03,"1.00000"
"GO:0043403","skeletal muscle tissue regeneration",45,0,0.52,"1.00000"
"GO:0043405","regulation of MAP kinase activity",109,0,1.26,"1.00000"
"GO:0043406","positive regulation of MAP kinase activi...",71,0,0.82,"1.00000"
"GO:0043407","negative regulation of MAP kinase activi...",35,0,0.41,"1.00000"
"GO:0043414","macromolecule methylation",121,0,1.4,"1.00000"
"GO:0043415","positive regulation of skeletal muscle t...",5,0,0.06,"1.00000"
"GO:0043416","regulation of skeletal muscle tissue reg...",9,0,0.1,"1.00000"
"GO:0043417","negative regulation of skeletal muscle t...",1,0,0.01,"1.00000"
"GO:0043418","homocysteine catabolic process",4,0,0.05,"1.00000"
"GO:0043420","anthranilate metabolic process",3,0,0.03,"1.00000"
"GO:0043435","response to corticotropin-releasing horm...",5,0,0.06,"1.00000"
"GO:0043438","acetoacetic acid metabolic process",1,0,0.01,"1.00000"
"GO:0043449","alkene metabolic process",2,0,0.02,"1.00000"
"GO:0043455","regulation of secondary metabolic proces...",16,0,0.19,"1.00000"
"GO:0043456","regulation of pentose-phosphate shunt",6,0,0.07,"1.00000"
"GO:0043461","proton-transporting ATP synthase complex...",8,0,0.09,"1.00000"
"GO:0043462","regulation of ATP-dependent activity",58,0,0.67,"1.00000"
"GO:0043465","regulation of fermentation",5,0,0.06,"1.00000"
"GO:0043474","pigment metabolic process involved in pi...",4,0,0.05,"1.00000"
"GO:0043490","malate-aspartate shuttle",9,0,0.1,"1.00000"
"GO:0043496","regulation of protein homodimerization a...",1,0,0.01,"1.00000"
"GO:0043503","skeletal muscle fiber adaptation",4,0,0.05,"1.00000"
"GO:0043504","mitochondrial DNA repair",8,0,0.09,"1.00000"
"GO:0043506","regulation of JUN kinase activity",38,0,0.44,"1.00000"
"GO:0043507","positive regulation of JUN kinase activi...",27,0,0.31,"1.00000"
"GO:0043508","negative regulation of JUN kinase activi...",12,0,0.14,"1.00000"
"GO:0043516","regulation of DNA damage response, signa...",32,0,0.37,"1.00000"
"GO:0043517","positive regulation of DNA damage respon...",12,0,0.14,"1.00000"
"GO:0043518","negative regulation of DNA damage respon...",15,0,0.17,"1.00000"
"GO:0043519","regulation of myosin II filament organiz...",1,0,0.01,"1.00000"
"GO:0043536","positive regulation of blood vessel endo...",78,0,0.9,"1.00000"
"GO:0043543","protein acylation",89,0,1.03,"1.00000"
"GO:0043545","molybdopterin cofactor metabolic process",6,0,0.07,"1.00000"
"GO:0043550","regulation of lipid kinase activity",4,0,0.05,"1.00000"
"GO:0043556","regulation of translation in response to...",1,0,0.01,"1.00000"
"GO:0043562","cellular response to nitrogen levels",12,0,0.14,"1.00000"
"GO:0043570","maintenance of DNA repeat elements",6,0,0.07,"1.00000"
"GO:0043574","peroxisomal transport",22,0,0.26,"1.00000"
"GO:0043578","nuclear matrix organization",3,0,0.03,"1.00000"
"GO:0043584","nose development",16,0,0.19,"1.00000"
"GO:0043585","nose morphogenesis",3,0,0.03,"1.00000"
"GO:0043586","tongue development",21,0,0.24,"1.00000"
"GO:0043587","tongue morphogenesis",10,0,0.12,"1.00000"
"GO:0043589","skin morphogenesis",12,0,0.14,"1.00000"
"GO:0043605","amide catabolic process",16,0,0.19,"1.00000"
"GO:0043606","formamide metabolic process",4,0,0.05,"1.00000"
"GO:0043609","regulation of carbon utilization",3,0,0.03,"1.00000"
"GO:0043615","astrocyte cell migration",9,0,0.1,"1.00000"
"GO:0043622","cortical microtubule organization",9,0,0.1,"1.00000"
"GO:0043628","regulatory ncRNA 3'-end processing",2,0,0.02,"1.00000"
"GO:0043633","polyadenylation-dependent RNA catabolic ...",2,0,0.02,"1.00000"
"GO:0043634","polyadenylation-dependent ncRNA cataboli...",2,0,0.02,"1.00000"
"GO:0043647","inositol phosphate metabolic process",43,0,0.5,"1.00000"
"GO:0043649","dicarboxylic acid catabolic process",17,0,0.2,"1.00000"
"GO:0043651","linoleic acid metabolic process",20,0,0.23,"1.00000"
"GO:0043652","engulfment of apoptotic cell",11,0,0.13,"1.00000"
"GO:0043653","mitochondrial fragmentation involved in ...",8,0,0.09,"1.00000"
"GO:0043654","recognition of apoptotic cell",7,0,0.08,"1.00000"
"GO:0043686","co-translational protein modification",3,0,0.03,"1.00000"
"GO:0043903","regulation of biological process involve...",42,0,0.49,"1.00000"
"GO:0043921","modulation by host of viral transcriptio...",1,0,0.01,"1.00000"
"GO:0043922","negative regulation by host of viral tra...",14,0,0.16,"1.00000"
"GO:0043923","positive regulation by host of viral tra...",18,0,0.21,"1.00000"
"GO:0043932","ossification involved in bone remodeling",3,0,0.03,"1.00000"
"GO:0043950","positive regulation of cAMP-mediated sig...",12,0,0.14,"1.00000"
"GO:0044003","symbiont-mediated perturbation of host p...",5,0,0.06,"1.00000"
"GO:0044010","single-species biofilm formation",2,0,0.02,"1.00000"
"GO:0044027","negative regulation of gene expression v...",15,0,0.17,"1.00000"
"GO:0044029","positive regulation of gene expression v...",13,0,0.15,"1.00000"
"GO:0044062","regulation of excretion",11,0,0.13,"1.00000"
"GO:0044068","symbiont-mediated perturbation of host c...",5,0,0.06,"1.00000"
"GO:0044070","regulation of monoatomic anion transport",15,0,0.17,"1.00000"
"GO:0044090","positive regulation of vacuole organizat...",25,0,0.29,"1.00000"
"GO:0044111","formation of structure involved in a sym...",1,0,0.01,"1.00000"
"GO:0044205","'de novo' UMP biosynthetic process",3,0,0.03,"1.00000"
"GO:0044206","UMP salvage",6,0,0.07,"1.00000"
"GO:0044208","'de novo' AMP biosynthetic process",8,0,0.09,"1.00000"
"GO:0044209","AMP salvage",5,0,0.06,"1.00000"
"GO:0044210","'de novo' CTP biosynthetic process",2,0,0.02,"1.00000"
"GO:0044211","CTP salvage",3,0,0.03,"1.00000"
"GO:0044245","polysaccharide digestion",4,0,0.05,"1.00000"
"GO:0044269","glycerol ether catabolic process",2,0,0.02,"1.00000"
"GO:0044313","protein K6-linked deubiquitination",3,0,0.03,"1.00000"
"GO:0044314","protein K27-linked ubiquitination",12,0,0.14,"1.00000"
"GO:0044331","cell-cell adhesion mediated by cadherin",53,0,0.61,"1.00000"
"GO:0044338","canonical Wnt signaling pathway involved...",1,0,0.01,"1.00000"
"GO:0044341","sodium-dependent phosphate transport",12,0,0.14,"1.00000"
"GO:0044345","stromal-epithelial cell signaling involv...",1,0,0.01,"1.00000"
"GO:0044346","fibroblast apoptotic process",27,0,0.31,"1.00000"
"GO:0044351","macropinocytosis",10,0,0.12,"1.00000"
"GO:0044355","clearance of foreign intracellular DNA",6,0,0.07,"1.00000"
"GO:0044357","regulation of rRNA stability",1,0,0.01,"1.00000"
"GO:0044375","regulation of peroxisome size",3,0,0.03,"1.00000"
"GO:0044379","protein localization to actin cortical p...",1,0,0.01,"1.00000"
"GO:0044380","protein localization to cytoskeleton",66,0,0.77,"1.00000"
"GO:0044381","glucose import in response to insulin st...",6,0,0.07,"1.00000"
"GO:0044406","adhesion of symbiont to host",13,0,0.15,"1.00000"
"GO:0044407","single-species biofilm formation in or o...",2,0,0.02,"1.00000"
"GO:0044458","motile cilium assembly",79,0,0.92,"1.00000"
"GO:0044467","glial cell-derived neurotrophic factor p...",2,0,0.02,"1.00000"
"GO:0044524","protein sulfhydration",1,0,0.01,"1.00000"
"GO:0044528","regulation of mitochondrial mRNA stabili...",7,0,0.08,"1.00000"
"GO:0044537","regulation of circulating fibrinogen lev...",5,0,0.06,"1.00000"
"GO:0044539","long-chain fatty acid import into cell",18,0,0.21,"1.00000"
"GO:0044550","secondary metabolite biosynthetic proces...",26,0,0.3,"1.00000"
"GO:0044557","relaxation of smooth muscle",9,0,0.1,"1.00000"
"GO:0044558","uterine smooth muscle relaxation",1,0,0.01,"1.00000"
"GO:0044565","dendritic cell proliferation",3,0,0.03,"1.00000"
"GO:0044571","[2Fe-2S] cluster assembly",11,0,0.13,"1.00000"
"GO:0044572","[4Fe-4S] cluster assembly",5,0,0.06,"1.00000"
"GO:0044580","butyryl-CoA catabolic process",3,0,0.03,"1.00000"
"GO:0044601","protein denucleotidylation",1,0,0.01,"1.00000"
"GO:0044602","protein deadenylylation",1,0,0.01,"1.00000"
"GO:0044650","adhesion of symbiont to host cell",10,0,0.12,"1.00000"
"GO:0044663","establishment or maintenance of cell typ...",2,0,0.02,"1.00000"
"GO:0044691","tooth eruption",6,0,0.07,"1.00000"
"GO:0044721","protein import into peroxisome matrix, s...",5,0,0.06,"1.00000"
"GO:0044722","renal phosphate excretion",2,0,0.02,"1.00000"
"GO:0044725","epigenetic programming in the zygotic pr...",15,0,0.17,"1.00000"
"GO:0044726","epigenetic programing of female pronucle...",4,0,0.05,"1.00000"
"GO:0044727","epigenetic programing of male pronucleus",5,0,0.06,"1.00000"
"GO:0044743","protein transmembrane import into intrac...",38,0,0.44,"1.00000"
"GO:0044751","cellular response to human chorionic gon...",2,0,0.02,"1.00000"
"GO:0044752","response to human chorionic gonadotropin",5,0,0.06,"1.00000"
"GO:0044771","meiotic cell cycle phase transition",17,0,0.2,"1.00000"
"GO:0044778","meiotic DNA integrity checkpoint signali...",2,0,0.02,"1.00000"
"GO:0044779","meiotic spindle checkpoint signaling",4,0,0.05,"1.00000"
"GO:0044785","metaphase/anaphase transition of meiotic...",7,0,0.08,"1.00000"
"GO:0044786","cell cycle DNA replication",45,0,0.52,"1.00000"
"GO:0044790","suppression of viral release by host",17,0,0.2,"1.00000"
"GO:0044793","negative regulation by host of viral pro...",17,0,0.2,"1.00000"
"GO:0044795","trans-Golgi network to recycling endosom...",1,0,0.01,"1.00000"
"GO:0044804","nucleophagy",23,0,0.27,"1.00000"
"GO:0044821","meiotic telomere tethering at nuclear pe...",5,0,0.06,"1.00000"
"GO:0044828","negative regulation by host of viral gen...",13,0,0.15,"1.00000"
"GO:0044830","modulation by host of viral RNA genome r...",6,0,0.07,"1.00000"
"GO:0044837","actomyosin contractile ring organization",10,0,0.12,"1.00000"
"GO:0044848","biological phase",9,0,0.1,"1.00000"
"GO:0044849","estrous cycle",15,0,0.17,"1.00000"
"GO:0044851","hair cycle phase",9,0,0.1,"1.00000"
"GO:0044855","plasma membrane raft distribution",2,0,0.02,"1.00000"
"GO:0044856","plasma membrane raft localization",2,0,0.02,"1.00000"
"GO:0044858","plasma membrane raft polarization",1,0,0.01,"1.00000"
"GO:0044860","protein localization to plasma membrane ...",5,0,0.06,"1.00000"
"GO:0044861","protein transport into plasma membrane r...",2,0,0.02,"1.00000"
"GO:0044868","modulation by host of viral molecular fu...",1,0,0.01,"1.00000"
"GO:0044870","modulation by host of viral glycoprotein...",2,0,0.02,"1.00000"
"GO:0044871","negative regulation by host of viral gly...",2,0,0.02,"1.00000"
"GO:0044872","lipoprotein localization",26,0,0.3,"1.00000"
"GO:0044873","lipoprotein localization to membrane",1,0,0.01,"1.00000"
"GO:0044878","mitotic cytokinesis checkpoint signaling",4,0,0.05,"1.00000"
"GO:0045002","double-strand break repair via single-st...",8,0,0.09,"1.00000"
"GO:0045003","double-strand break repair via synthesis...",8,0,0.09,"1.00000"
"GO:0045004","DNA replication proofreading",3,0,0.03,"1.00000"
"GO:0045005","DNA-templated DNA replication maintenanc...",59,0,0.68,"1.00000"
"GO:0045006","DNA deamination",13,0,0.15,"1.00000"
"GO:0045007","depurination",4,0,0.05,"1.00000"
"GO:0045008","depyrimidination",8,0,0.09,"1.00000"
"GO:0045016","mitochondrial magnesium ion transmembran...",2,0,0.02,"1.00000"
"GO:0045026","plasma membrane fusion",34,0,0.39,"1.00000"
"GO:0045036","protein targeting to chloroplast",3,0,0.03,"1.00000"
"GO:0045039","protein insertion into mitochondrial inn...",13,0,0.15,"1.00000"
"GO:0045040","protein insertion into mitochondrial out...",14,0,0.16,"1.00000"
"GO:0045041","protein import into mitochondrial interm...",3,0,0.03,"1.00000"
"GO:0045046","protein import into peroxisome membrane",6,0,0.07,"1.00000"
"GO:0045048","protein insertion into ER membrane",31,0,0.36,"1.00000"
"GO:0045050","protein insertion into ER membrane by st...",11,0,0.13,"1.00000"
"GO:0045053","protein retention in Golgi apparatus",5,0,0.06,"1.00000"
"GO:0045054","constitutive secretory pathway",7,0,0.08,"1.00000"
"GO:0045056","transcytosis",22,0,0.26,"1.00000"
"GO:0045058","T cell selection",64,0,0.74,"1.00000"
"GO:0045059","positive thymic T cell selection",15,0,0.17,"1.00000"
"GO:0045060","negative thymic T cell selection",12,0,0.14,"1.00000"
"GO:0045061","thymic T cell selection",24,0,0.28,"1.00000"
"GO:0045062","extrathymic T cell selection",1,0,0.01,"1.00000"
"GO:0045063","T-helper 1 cell differentiation",24,0,0.28,"1.00000"
"GO:0045064","T-helper 2 cell differentiation",18,0,0.21,"1.00000"
"GO:0045065","cytotoxic T cell differentiation",4,0,0.05,"1.00000"
"GO:0045069","regulation of viral genome replication",80,0,0.93,"1.00000"
"GO:0045070","positive regulation of viral genome repl...",31,0,0.36,"1.00000"
"GO:0045071","negative regulation of viral genome repl...",50,0,0.58,"1.00000"
"GO:0045091","regulation of single stranded viral RNA ...",14,0,0.16,"1.00000"
"GO:0045103","intermediate filament-based process",97,0,1.12,"1.00000"
"GO:0045104","intermediate filament cytoskeleton organ...",96,0,1.11,"1.00000"
"GO:0045105","intermediate filament polymerization or ...",3,0,0.03,"1.00000"
"GO:0045106","intermediate filament depolymerization",1,0,0.01,"1.00000"
"GO:0045107","intermediate filament polymerization",1,0,0.01,"1.00000"
"GO:0045108","regulation of intermediate filament poly...",1,0,0.01,"1.00000"
"GO:0045109","intermediate filament organization",75,0,0.87,"1.00000"
"GO:0045110","intermediate filament bundle assembly",8,0,0.09,"1.00000"
"GO:0045113","regulation of integrin biosynthetic proc...",4,0,0.05,"1.00000"
"GO:0045117","azole transmembrane transport",15,0,0.17,"1.00000"
"GO:0045132","meiotic chromosome segregation",96,0,1.11,"1.00000"
"GO:0045136","development of secondary sexual characte...",10,0,0.12,"1.00000"
"GO:0045141","meiotic telomere clustering",11,0,0.13,"1.00000"
"GO:0045143","homologous chromosome segregation",67,0,0.78,"1.00000"
"GO:0045161","neuronal ion channel clustering",12,0,0.14,"1.00000"
"GO:0045162","clustering of voltage-gated sodium chann...",6,0,0.07,"1.00000"
"GO:0045163","clustering of voltage-gated potassium ch...",4,0,0.05,"1.00000"
"GO:0045167","asymmetric protein localization involved...",1,0,0.01,"1.00000"
"GO:0045168","cell-cell signaling involved in cell fat...",3,0,0.03,"1.00000"
"GO:0045175","basal protein localization",1,0,0.01,"1.00000"
"GO:0045176","apical protein localization",15,0,0.17,"1.00000"
"GO:0045185","maintenance of protein location",67,0,0.78,"1.00000"
"GO:0045186","zonula adherens assembly",2,0,0.02,"1.00000"
"GO:0045187","regulation of circadian sleep/wake cycle...",15,0,0.17,"1.00000"
"GO:0045188","regulation of circadian sleep/wake cycle...",5,0,0.06,"1.00000"
"GO:0045190","isotype switching",55,0,0.64,"1.00000"
"GO:0045191","regulation of isotype switching",38,0,0.44,"1.00000"
"GO:0045196","establishment or maintenance of neurobla...",3,0,0.03,"1.00000"
"GO:0045197","establishment or maintenance of epitheli...",49,0,0.57,"1.00000"
"GO:0045198","establishment of epithelial cell apical/...",17,0,0.2,"1.00000"
"GO:0045199","maintenance of epithelial cell apical/ba...",7,0,0.08,"1.00000"
"GO:0045200","establishment of neuroblast polarity",3,0,0.03,"1.00000"
"GO:0045210","FasL biosynthetic process",2,0,0.02,"1.00000"
"GO:0045214","sarcomere organization",51,0,0.59,"1.00000"
"GO:0045217","cell-cell junction maintenance",19,0,0.22,"1.00000"
"GO:0045218","zonula adherens maintenance",3,0,0.03,"1.00000"
"GO:0045219","regulation of FasL production",1,0,0.01,"1.00000"
"GO:0045221","negative regulation of FasL production",1,0,0.01,"1.00000"
"GO:0045222","CD4 biosynthetic process",1,0,0.01,"1.00000"
"GO:0045223","regulation of CD4 production",1,0,0.01,"1.00000"
"GO:0045225","negative regulation of CD4 production",1,0,0.01,"1.00000"
"GO:0045234","protein palmitoleylation",1,0,0.01,"1.00000"
"GO:0045291","mRNA trans splicing, SL addition",10,0,0.12,"1.00000"
"GO:0045292","mRNA cis splicing, via spliceosome",48,0,0.56,"1.00000"
"GO:0045299","otolith mineralization",3,0,0.03,"1.00000"
