,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
718,GO_Biological_Process_2023,Aminoglycan Catabolic Process (GO:0006026),1/14,0.1465292388161093,0.3184727629553379,0,0,6.7864010989010985,13.03348885747455,GNS
717,GO_Biological_Process_2023,Regulation Of Cholesterol Storage (GO:0010885),1/14,0.1465292388161093,0.3184727629553379,0,0,6.7864010989010985,13.03348885747455,CES1
716,GO_Biological_Process_2023,2-Oxoglutarate Metabolic Process (GO:0006103),1/14,0.1465292388161093,0.3184727629553379,0,0,6.7864010989010985,13.03348885747455,IDH1
715,GO_Biological_Process_2023,Negative Regulation Of Peptidase Activity (GO:0010466),2/60,0.1463489546209868,0.3184727629553379,0,0,3.0488634606463583,5.859188139603323,CST3;SERPINF1
722,GO_Biological_Process_2023,Endoderm Development (GO:0007492),1/14,0.1465292388161093,0.3184727629553379,0,0,6.7864010989010985,13.03348885747455,LAMC1
714,GO_Biological_Process_2023,Protein Maturation (GO:0051604),3/117,0.1452656647564721,0.3184727629553379,0,0,2.3306069227121857,4.4961859981967915,TSPAN15;MME;AEBP1
713,GO_Biological_Process_2023,Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),3/117,0.1452656647564721,0.3184727629553379,0,0,2.3306069227121857,4.4961859981967915,CCND1;ATP2B4;CALM2
712,GO_Biological_Process_2023,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),4/179,0.1435294102991809,0.3184727629553379,0,0,2.027149321266968,3.935133308157716,NTRK2;PTPN11;CCN2;DDR2
711,GO_Biological_Process_2023,Protein Transport (GO:0015031),6/313,0.1425141064247229,0.3184727629553379,0,0,1.7373611173084649,3.3849254947283898,NPM1;OLFM2;MYH9;TXNIP;VLDLR;CLU
710,GO_Biological_Process_2023,protein-DNA Complex Assembly (GO:0065004),2/59,0.1424730438340637,0.3184727629553379,0,0,3.1025096373220045,6.045557921524951,NPM1;NAP1L1
709,GO_Biological_Process_2023,Positive Regulation Of Protein Binding (GO:0032092),2/59,0.1424730438340637,0.3184727629553379,0,0,3.1025096373220045,6.045557921524951,RPL11;HIP1R
708,GO_Biological_Process_2023,Glucose Metabolic Process (GO:0006006),2/59,0.1424730438340637,0.3184727629553379,0,0,3.1025096373220045,6.045557921524951,LRP5;APOD
738,GO_Biological_Process_2023,Positive Regulation Of Cell Projection Organization (GO:0031346),3/118,0.1478968923346298,0.3210103048778705,0,0,2.3102232667450058,4.415390934801875,SCARB2;NTRK2;DDR2
739,GO_Biological_Process_2023,Fatty Acid Catabolic Process (GO:0009062),2/61,0.1502464777813384,0.3249958727955085,0,0,2.9970357984342937,5.680815865391346,ACOX1;ECHDC1
740,GO_Biological_Process_2023,Positive Regulation Of Interleukin-8 Production (GO:0032757),2/61,0.1502464777813384,0.3249958727955085,0,0,2.9970357984342937,5.680815865391346,LEP;HSPA1A
741,GO_Biological_Process_2023,Regulation Of Protein Kinase Activity (GO:0045859),3/119,0.1505435994308371,0.3249958727955085,0,0,2.2901910531220877,4.336482575101232,MMD;YWHAG;DDR2
742,GO_Biological_Process_2023,Regulation Of Protein-Containing Complex Assembly (GO:0043254),3/119,0.1505435994308371,0.3249958727955085,0,0,2.2901910531220877,4.336482575101232,PTPN11;CLU;NOP53
766,GO_Biological_Process_2023,Regulation Of Amyloid Fibril Formation (GO:1905906),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,CLU
765,GO_Biological_Process_2023,Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,RAPGEF3
764,GO_Biological_Process_2023,Positive Regulation Of Secretion (GO:0051047),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,AQP1
763,GO_Biological_Process_2023,Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,CCND1
762,GO_Biological_Process_2023,Positive Regulation Of Cell Activation (GO:0050867),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,FLNA
767,GO_Biological_Process_2023,Regulation Of Amyloid-Beta Clearance (GO:1900221),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,CLU
760,GO_Biological_Process_2023,Phagosome Maturation (GO:0090382),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,SRPX
759,GO_Biological_Process_2023,Nitric Oxide Biosynthetic Process (GO:0006809),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,NQO1
758,GO_Biological_Process_2023,Negative Regulation Of Focal Adhesion Assembly (GO:0051895),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,APOD
757,GO_Biological_Process_2023,Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902236),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,HSPA1A
756,GO_Biological_Process_2023,Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,APOD
755,GO_Biological_Process_2023,Glycosaminoglycan Catabolic Process (GO:0006027),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,GNS
761,GO_Biological_Process_2023,"Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)",1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,RPL26
753,GO_Biological_Process_2023,Ganglioside Biosynthetic Process (GO:0001574),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,ST6GALNAC6
754,GO_Biological_Process_2023,Glutamine Family Amino Acid Catabolic Process (GO:0009065),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,GLS
743,GO_Biological_Process_2023,Regulation Of Clathrin-Dependent Endocytosis (GO:2000369),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,HIP1R
745,GO_Biological_Process_2023,Amyloid-Beta Metabolic Process (GO:0050435),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,MME
746,GO_Biological_Process_2023,Ceramide Catabolic Process (GO:0046514),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,ASAH1
747,GO_Biological_Process_2023,Coenzyme A Metabolic Process (GO:0015936),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,ACLY
744,GO_Biological_Process_2023,Regulation Of Lipoprotein Lipase Activity (GO:0051004),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,ANGPTL4
749,GO_Biological_Process_2023,Dendritic Spine Morphogenesis (GO:0060997),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,SHANK3
750,GO_Biological_Process_2023,Retrograde Axonal Transport (GO:0008090),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,KIF5B
751,GO_Biological_Process_2023,Dolichol-Linked Oligosaccharide Biosynthetic Process (GO:0006488),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,DHDDS
752,GO_Biological_Process_2023,Epiboly Involved In Wound Healing (GO:0090505),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,FLNA
748,GO_Biological_Process_2023,Dendritic Cell Chemotaxis (GO:0002407),1/15,0.156137496570655,0.3260996673168367,0,0,6.301339285714286,11.7017021894609,CLU
768,GO_Biological_Process_2023,Regulation Of Protein Catabolic Process (GO:0042176),3/122,0.158573638737712,0.3303274240718052,0,0,2.232114467408585,4.110519584996909,EEF1A1;NQO1;FLNA
769,GO_Biological_Process_2023,Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),3/122,0.158573638737712,0.3303274240718052,0,0,2.232114467408585,4.110519584996909,RPS4X;NPM1;RPL26
791,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,CALM2
787,GO_Biological_Process_2023,Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,IGFBP5
788,GO_Biological_Process_2023,Positive Regulation Of Telomere Capping (GO:1904355),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,NEK7
789,GO_Biological_Process_2023,"Protein Alpha-1,2-Demannosylation (GO:0036508)",1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,MAN1A1
790,GO_Biological_Process_2023,Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903587),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,APLNR
792,GO_Biological_Process_2023,Protein-Containing Complex Assembly (GO:0065003),6/328,0.1658606445589128,0.3324817019990945,0,0,1.655151876116736,2.9736579991909875,YAP1;HIP1R;LAMC1;FMOD;CLU;HSPA1A
799,GO_Biological_Process_2023,Positive Regulation Of Cell Cycle (GO:0045787),2/65,0.1660335681429393,0.3324817019990945,0,0,2.806178375685102,5.038676498302206,RPS15A;CCND1
794,GO_Biological_Process_2023,Cellular Response To Light Stimulus (GO:0071482),2/65,0.1660335681429393,0.3324817019990945,0,0,2.806178375685102,5.038676498302206,NPM1;RPL26
795,GO_Biological_Process_2023,Regulation Of Translational Initiation (GO:0006446),2/65,0.1660335681429393,0.3324817019990945,0,0,2.806178375685102,5.038676498302206,NPM1;EIF4B
796,GO_Biological_Process_2023,Monocarboxylic Acid Biosynthetic Process (GO:0072330),2/65,0.1660335681429393,0.3324817019990945,0,0,2.806178375685102,5.038676498302206,ACLY;FASN
797,GO_Biological_Process_2023,Positive Regulation Of DNA Biosynthetic Process (GO:2000573),2/65,0.1660335681429393,0.3324817019990945,0,0,2.806178375685102,5.038676498302206,NEK7;HNRNPA1
798,GO_Biological_Process_2023,Positive Regulation Of T Cell Proliferation (GO:0042102),2/65,0.1660335681429393,0.3324817019990945,0,0,2.806178375685102,5.038676498302206,LEP;CD46
800,GO_Biological_Process_2023,Regulation Of Cell-Matrix Adhesion (GO:0001952),2/65,0.1660335681429393,0.3324817019990945,0,0,2.806178375685102,5.038676498302206,LIMCH1;UTRN
793,GO_Biological_Process_2023,Canonical Wnt Signaling Pathway (GO:0060070),2/65,0.1660335681429393,0.3324817019990945,0,0,2.806178375685102,5.038676498302206,SFRP2;LRP5
785,GO_Biological_Process_2023,Negative Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090201),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,CLU
786,GO_Biological_Process_2023,Nitric Oxide Metabolic Process (GO:0046209),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,NQO1
783,GO_Biological_Process_2023,Lymphocyte Mediated Immunity (GO:0002449),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,CD46
784,GO_Biological_Process_2023,Negative Regulation Of Anoikis (GO:2000811),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,PDK4
770,GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),3/123,0.1612793070365918,0.3324817019990945,0,0,2.213400900900901,4.038610219180025,YAP1;LAMC1;THBS4
771,GO_Biological_Process_2023,Response To Metal Ion (GO:0010038),2/64,0.1620591117917076,0.3324817019990945,0,0,2.8515839722262406,5.189295753048284,CALM2;LOXL2
772,GO_Biological_Process_2023,Regulation Of Fatty Acid Oxidation (GO:0046320),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,PDK4
774,GO_Biological_Process_2023,Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,ASPH
775,GO_Biological_Process_2023,Regulation Of Natural Killer Cell Activation (GO:0032814),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,LEP
773,GO_Biological_Process_2023,acetyl-CoA Metabolic Process (GO:0006084),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,ACLY
777,GO_Biological_Process_2023,Regulation Of Secretion (GO:0051046),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,CES1
778,GO_Biological_Process_2023,Regulation Of Stem Cell Proliferation (GO:0072091),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,YAP1
779,GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta Production (GO:0071634),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,CD46
780,GO_Biological_Process_2023,Establishment Of Protein Localization To Endoplasmic Reticulum (GO:0072599),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,MAN1A1
781,GO_Biological_Process_2023,"Synaptic Transmission, Cholinergic (GO:0007271)",1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,NQO1
782,GO_Biological_Process_2023,Vasculature Development (GO:0001944),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,APLNR
776,GO_Biological_Process_2023,Regulation Of Osteoblast Proliferation (GO:0033688),1/16,0.1656380613771126,0.3324817019990945,0,0,5.880952380952381,10.573659651879296,NPR3
825,GO_Biological_Process_2023,Positive Regulation Of Cartilage Development (GO:0061036),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,LOXL2
820,GO_Biological_Process_2023,Megakaryocyte Differentiation (GO:0030219),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,FLNA
821,GO_Biological_Process_2023,Membrane Lipid Metabolic Process (GO:0006643),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,SERINC1
822,GO_Biological_Process_2023,Mesenchyme Development (GO:0060485),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,SFRP2
823,GO_Biological_Process_2023,Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,RPL11
824,GO_Biological_Process_2023,Positive Regulation Of Amyloid-Beta Formation (GO:1902004),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,CLU
826,GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,SFRP2
834,GO_Biological_Process_2023,Regulation Of Brown Fat Cell Differentiation (GO:0090335),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,LEP
828,GO_Biological_Process_2023,Positive Regulation Of Fatty Acid Metabolic Process (GO:0045923),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,LPGAT1
829,GO_Biological_Process_2023,Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,NPR3
830,GO_Biological_Process_2023,Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,FLNA
831,GO_Biological_Process_2023,Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,CD46
832,GO_Biological_Process_2023,Postsynaptic Membrane Organization (GO:0001941),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,SHANK3
833,GO_Biological_Process_2023,Regulation Of Aerobic Respiration (GO:1903715),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,NOP53
819,GO_Biological_Process_2023,Keratan Sulfate Metabolic Process (GO:0042339),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,GNS
827,GO_Biological_Process_2023,Positive Regulation Of Cell Cycle Phase Transition (GO:1901989),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,NPM1
818,GO_Biological_Process_2023,Hippo Signaling (GO:0035329),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,YAP1
801,GO_Biological_Process_2023,Positive Regulation Of Intracellular Protein Transport (GO:0090316),3/126,0.1694791604890094,0.3362293944787424,0,0,2.1590859151834763,3.832432138763699,FLNA;PIK3R1;RAPGEF3
816,GO_Biological_Process_2023,Embryonic Digit Morphogenesis (GO:0042733),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,MAP3K20
802,GO_Biological_Process_2023,Negative Regulation Of Endopeptidase Activity (GO:0010951),2/66,0.1700249710757184,0.3362293944787424,0,0,2.7621917040358746,4.894078783794596,CST3;SERPINF1
803,GO_Biological_Process_2023,Negative Regulation Of Cellular Catabolic Process (GO:0031330),2/67,0.1740324418503256,0.3362293944787424,0,0,2.719558468437392,4.755184831348745,LEP;ATP2B4
804,GO_Biological_Process_2023,Peptidyl-Tyrosine Phosphorylation (GO:0018108),2/67,0.1740324418503256,0.3362293944787424,0,0,2.719558468437392,4.755184831348745,LEP;DDR2
805,GO_Biological_Process_2023,Regulation Of Cellular Respiration (GO:0043457),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,NOP53
806,GO_Biological_Process_2023,"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)",1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,RPL26
807,GO_Biological_Process_2023,Carbohydrate Derivative Transport (GO:1901264),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,VLDLR
808,GO_Biological_Process_2023,Cellular Response To dsRNA (GO:0071359),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,NPM1
817,GO_Biological_Process_2023,Growth Hormone Receptor Signaling Pathway (GO:0060396),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,PIK3R1
810,GO_Biological_Process_2023,Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,RPL11
811,GO_Biological_Process_2023,Regulation Of Vacuole Organization (GO:0044088),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,SCARB2
812,GO_Biological_Process_2023,Cellular Response To Unfolded Protein (GO:0034620),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,HSPA1A
813,GO_Biological_Process_2023,Central Nervous System Neuron Development (GO:0021954),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,NTRK2
814,GO_Biological_Process_2023,Diol Biosynthetic Process (GO:0034312),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,ASAH1
815,GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,RPS27
809,GO_Biological_Process_2023,Cellular Response To Glucocorticoid Stimulus (GO:0071385),1/17,0.1750321349063278,0.3362293944787424,0,0,5.513113839285714,9.608175927839138,AQP1
851,GO_Biological_Process_2023,fatty-acyl-CoA Metabolic Process (GO:0035337),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,DGAT2
852,GO_Biological_Process_2023,Negative Regulation Of Lipid Catabolic Process (GO:0050995),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,CIDEC
854,GO_Biological_Process_2023,Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,NEK7
855,GO_Biological_Process_2023,Positive Regulation Of Cation Transmembrane Transport (GO:1904064),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,FLNA
856,GO_Biological_Process_2023,Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,CCND1
857,GO_Biological_Process_2023,Positive Regulation Of Extracellular Matrix Organization (GO:1903055),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,DDR2
860,GO_Biological_Process_2023,Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,PIK3R1
859,GO_Biological_Process_2023,Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,CALM2
850,GO_Biological_Process_2023,Establishment Of Vesicle Localization (GO:0051650),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,KIF5B
861,GO_Biological_Process_2023,Regulation Of RIG-I Signaling Pathway (GO:0039535),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,NOP53
862,GO_Biological_Process_2023,Regulation Of cAMP-mediated Signaling (GO:0043949),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,PDE2A
863,GO_Biological_Process_2023,Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,NPM1
858,GO_Biological_Process_2023,Positive Regulation Of Neutrophil Chemotaxis (GO:0090023),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,THBS4
849,GO_Biological_Process_2023,Endothelial Cell Proliferation (GO:0001935),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,LOXL2
853,GO_Biological_Process_2023,Negative Regulation Of Lipid Storage (GO:0010888),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,CES1
847,GO_Biological_Process_2023,Dendritic Cell Migration (GO:0036336),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,CLU
846,GO_Biological_Process_2023,Response To Cholesterol (GO:0070723),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,CES1
845,GO_Biological_Process_2023,Cellular Response To Inorganic Substance (GO:0071241),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,AQP1
844,GO_Biological_Process_2023,Regulation Of Protein Neddylation (GO:2000434),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,RPL11
843,GO_Biological_Process_2023,Regulation Of Mitochondrial Membrane Permeability (GO:0046902),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,HEBP2
842,GO_Biological_Process_2023,Regulation Of Lymphocyte Proliferation (GO:0050670),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,LEP
841,GO_Biological_Process_2023,Regulation Of Lymphocyte Activation (GO:0051249),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,LEP
840,GO_Biological_Process_2023,Phospholipid Metabolic Process (GO:0006644),2/69,0.1820921588813042,0.3421883477706722,0,0,2.6381098989358143,4.493340510644901,ENPP2;PLPP1
839,GO_Biological_Process_2023,Phagocytosis (GO:0006909),2/69,0.1820921588813042,0.3421883477706722,0,0,2.6381098989358143,4.493340510644901,SRPX;MYH9
838,GO_Biological_Process_2023,Cellular Response To Calcium Ion (GO:0071277),2/69,0.1820921588813042,0.3421883477706722,0,0,2.6381098989358143,4.493340510644901,AKR1C3;CLU
837,GO_Biological_Process_2023,Regulation Of Heart Contraction (GO:0008016),2/69,0.1820921588813042,0.3421883477706722,0,0,2.6381098989358143,4.493340510644901,ATP2B4;CALM2
836,GO_Biological_Process_2023,Regulation Of Cell Cycle Process (GO:0010564),3/130,0.1805947093298388,0.3421883477706722,0,0,2.090657586720579,3.5781603204145944,CDKN2B;CAV2;CALM2
835,GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),3/130,0.1805947093298388,0.3421883477706722,0,0,2.090657586720579,3.5781603204145944,ENPP2;PTPN11;THBS4
848,GO_Biological_Process_2023,Response To Organophosphorus (GO:0046683),1/18,0.1843209055323321,0.3421883477706722,0,0,5.188550420168068,8.77423822004505,AKR1C1
865,GO_Biological_Process_2023,Circulatory System Development (GO:0072359),3/132,0.1862254442648503,0.3449256496545265,0,0,2.0580347789650113,3.459139244815832,COL3A1;APLNR;PTPN11
864,GO_Biological_Process_2023,Regulation Of Actin Filament-Based Process (GO:0032970),2/70,0.1861427338441209,0.3449256496545265,0,0,2.5991822738063837,4.369853139358105,HIP1R;RAPGEF3
891,GO_Biological_Process_2023,Receptor Clustering (GO:0043113),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,FLNA
890,GO_Biological_Process_2023,Nucleotide Biosynthetic Process (GO:0009165),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,ME1
889,GO_Biological_Process_2023,Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,HNRNPA1
888,GO_Biological_Process_2023,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,CALM2
887,GO_Biological_Process_2023,Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,SEMA3C
886,GO_Biological_Process_2023,Negative Regulation Of RNA Splicing (GO:0033119),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,RPS13
885,GO_Biological_Process_2023,Multicellular Organismal-Level Water Homeostasis (GO:0050891),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,AQP1
884,GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,PHLDA3
883,GO_Biological_Process_2023,Heme Biosynthetic Process (GO:0006783),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,ALAD
882,GO_Biological_Process_2023,Glycosphingolipid Biosynthetic Process (GO:0006688),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,ST6GALNAC6
881,GO_Biological_Process_2023,Glycogen Metabolic Process (GO:0005977),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,UGP2
880,GO_Biological_Process_2023,Gastrulation (GO:0007369),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,LRP5
879,GO_Biological_Process_2023,Ganglioside Metabolic Process (GO:0001573),1/19,0.193505548404326,0.3479628919736984,0,0,4.900049603174603,8.048082026385334,ST6GALNAC6
