term_id,term_name,methods_significant,methods_total,clusterprofiler_pvalue,clusterprofiler_qvalue,clusterprofiler_p_adjust,clusterprofiler_fold_enrichment,clusterprofiler_gene_count,clusterprofiler_significant,gprofiler2_pvalue,gprofiler2_significant,gprofiler2_term_size,gprofiler2_intersection_size,gprofiler2_precision,gprofiler2_recall,topgo_pvalue,topgo_pvalue_raw,topgo_significant_flag,topgo_annotated,topgo_significant,topgo_expected,gseapy_pvalue,gseapy_adjusted_pvalue,gseapy_significant,gseapy_odds_ratio,gseapy_combined_score,gseapy_overlap,clusterprofiler_gene_ids,gseapy_genes
GO:0016226,iron-sulfur cluster assembly,0,1,,,,,,,,,,,,,1.0,1.00000,False,29.0,0.0,0.34,,,,,,,,
GO:0071448,cellular response to alkyl hydroperoxide,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:2000623,negative regulation of nuclear-transcrib...,0,1,,,,,,,,,,,,,1.0,1.00000,False,9.0,0.0,0.1,,,,,,,,
GO:0010835,regulation of protein ADP-ribosylation,0,1,,,,,,,,,,,,,1.0,1.00000,False,9.0,0.0,0.1,,,,,,,,
GO:0048894,efferent axon development in a lateral l...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0070966,nuclear-transcribed mRNA catabolic proce...,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:2000698,positive regulation of epithelial cell d...,0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:0110059,negative regulation of blood vessel endo...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0021626,central nervous system maturation,0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:0010559,regulation of glycoprotein biosynthetic ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,54.0,0.0,0.63,,,,,,,,
GO:0070462,plus-end specific microtubule depolymeri...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:1900211,regulation of mesenchymal cell apoptotic...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:1904539,negative regulation of glycolytic proces...,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:1905562,regulation of vascular endothelial cell ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,52.0,0.0,0.6,,,,,,,,
GO:0032887,regulation of spindle elongation,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0034158,toll-like receptor 8 signaling pathway,0,1,,,,,,,,,,,,,1.0,1.00000,False,6.0,0.0,0.07,,,,,,,,
GO:0061072,iris morphogenesis,0,1,,,,,,,,,,,,,1.0,1.00000,False,9.0,0.0,0.1,,,,,,,,
GO:0072135,kidney mesenchymal cell proliferation,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:1905032,negative regulation of membrane repolari...,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0043316,cytotoxic T cell degranulation,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0045071,negative regulation of viral genome repl...,0,1,,,,,,,,,,,,,1.0,1.00000,False,50.0,0.0,0.58,,,,,,,,
GO:0034110,regulation of homotypic cell-cell adhesi...,0,1,,,,,,,,,,,,,1.0,1.00000,False,37.0,0.0,0.43,,,,,,,,
GO:0046967,cytosol to endoplasmic reticulum transpo...,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:0050862,positive regulation of T cell receptor s...,0,1,,,,,,,,,,,,,1.0,1.00000,False,19.0,0.0,0.22,,,,,,,,
GO:0090427,activation of meiosis,0,1,,,,,,,,,,,,,1.0,1.00000,False,6.0,0.0,0.07,,,,,,,,
GO:0018016,N-terminal peptidyl-proline dimethylatio...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0090291,negative regulation of osteoclast prolif...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0097021,lymphocyte migration into lymphoid organ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,9.0,0.0,0.1,,,,,,,,
GO:2000144,positive regulation of DNA-templated tra...,0,1,,,,,,,,,,,,,1.0,1.00000,False,69.0,0.0,0.8,,,,,,,,
GO:0043651,linoleic acid metabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,20.0,0.0,0.23,,,,,,,,
GO:0018026,peptidyl-lysine monomethylation,0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:1903801,L-leucine import across plasma membrane,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:0032346,positive regulation of aldosterone metab...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0017126,nucleologenesis,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0036499,PERK-mediated unfolded protein response,0,1,,,,,,,,,,,,,1.0,1.00000,False,24.0,0.0,0.28,,,,,,,,
GO:0046007,negative regulation of activated T cell ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,15.0,0.0,0.17,,,,,,,,
GO:0051148,negative regulation of muscle cell diffe...,0,1,,,,,,,,,,,,,1.0,1.00000,False,72.0,0.0,0.83,,,,,,,,
GO:0034626,"fatty acid elongation, polyunsaturated f...",0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:0009912,auditory receptor cell fate commitment,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:0098910,regulation of atrial cardiac muscle cell...,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0018894,dibenzo-p-dioxin metabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:1903358,regulation of Golgi organization,0,1,,,,,,,,,,,,,1.0,1.00000,False,15.0,0.0,0.17,,,,,,,,
GO:0002143,tRNA wobble position uridine thiolation,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0045685,regulation of glial cell differentiation,0,1,,,,,,,,,,,,,1.0,1.00000,False,80.0,0.0,0.93,,,,,,,,
GO:1903329,regulation of iron-sulfur cluster assemb...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0032494,response to peptidoglycan,0,1,,,,,,,,,,,,,1.0,1.00000,False,13.0,0.0,0.15,,,,,,,,
GO:0010041,response to iron(III) ion,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0009151,purine deoxyribonucleotide metabolic pro...,0,1,,,,,,,,,,,,,1.0,1.00000,False,16.0,0.0,0.19,,,,,,,,
GO:0032713,negative regulation of interleukin-4 pro...,0,1,,,,,,,,,,,,,1.0,1.00000,False,8.0,0.0,0.09,,,,,,,,
GO:0048149,behavioral response to ethanol,0,1,,,,,,,,,,,,,1.0,1.00000,False,11.0,0.0,0.13,,,,,,,,
GO:1904327,protein localization to cytosolic protea...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0072138,mesenchymal cell proliferation involved ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0051409,response to nitrosative stress,0,1,,,,,,,,,,,,,1.0,1.00000,False,10.0,0.0,0.12,,,,,,,,
GO:1904983,glycine import into mitochondrion,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:1901846,positive regulation of cell communicatio...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0071623,negative regulation of granulocyte chemo...,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:2000419,regulation of eosinophil extravasation,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:1905933,regulation of cell fate determination,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:1903461,Okazaki fragment processing involved in ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0010248,establishment or maintenance of transmem...,0,1,,,,,,,,,,,,,1.0,1.00000,False,11.0,0.0,0.13,,,,,,,,
GO:0019083,viral transcription,0,1,,,,,,,,,,,,,1.0,1.00000,False,53.0,0.0,0.61,,,,,,,,
GO:0140361,cyclic-GMP-AMP transmembrane import acro...,0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:0048611,embryonic ectodermal digestive tract dev...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0002901,mature B cell apoptotic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0070164,negative regulation of adiponectin secre...,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0010897,negative regulation of triglyceride cata...,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:0042727,flavin-containing compound biosynthetic ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0036076,ligamentous ossification,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0010747,positive regulation of long-chain fatty ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0035847,uterine epithelium development,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0007176,regulation of epidermal growth factor-ac...,0,1,,,,,,,,,,,,,1.0,1.00000,False,13.0,0.0,0.15,,,,,,,,
GO:1904398,positive regulation of neuromuscular jun...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0051153,regulation of striated muscle cell diffe...,0,1,,,,,,,,,,,,,1.0,1.00000,False,98.0,0.0,1.14,,,,,,,,
GO:0086050,membrane repolarization during bundle of...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0050869,negative regulation of B cell activation,0,1,,,,,,,,,,,,,1.0,1.00000,False,34.0,0.0,0.39,,,,,,,,
GO:0046314,phosphocreatine biosynthetic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:0006060,sorbitol metabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0007064,mitotic sister chromatid cohesion,0,1,,,,,,,,,,,,,1.0,1.00000,False,31.0,0.0,0.36,,,,,,,,
GO:0031577,spindle checkpoint signaling,0,1,,,,,,,,,,,,,1.0,1.00000,False,50.0,0.0,0.58,,,,,,,,
GO:0046900,tetrahydrofolylpolyglutamate metabolic p...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0051986,negative regulation of attachment of spi...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0061010,gallbladder development,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:1900923,regulation of glycine import across plas...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0031393,negative regulation of prostaglandin bio...,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:1901327,response to tacrolimus,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0033004,negative regulation of mast cell activat...,0,1,,,,,,,,,,,,,1.0,1.00000,False,10.0,0.0,0.12,,,,,,,,
GO:1905243,"cellular response to 3,3',5-triiodo-L-th...",0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:1903236,regulation of leukocyte tethering or rol...,0,1,,,,,,,,,,,,,1.0,1.00000,False,18.0,0.0,0.21,,,,,,,,
GO:0001561,fatty acid alpha-oxidation,0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:2000734,negative regulation of glial cell-derive...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0016068,type I hypersensitivity,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0036066,protein O-linked fucosylation,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:0035238,vitamin A biosynthetic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0016925,protein sumoylation,0,1,,,,,,,,,,,,,1.0,1.00000,False,68.0,0.0,0.79,,,,,,,,
GO:0002578,negative regulation of antigen processin...,0,1,,,,,,,,,,,,,1.0,1.00000,False,9.0,0.0,0.1,,,,,,,,
GO:0050427,3'-phosphoadenosine 5'-phosphosulfate me...,0,1,,,,,,,,,,,,,1.0,1.00000,False,17.0,0.0,0.2,,,,,,,,
GO:0070407,oxidation-dependent protein catabolic pr...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0031133,regulation of axon diameter,0,1,,,,,,,,,,,,,1.0,1.00000,False,6.0,0.0,0.07,,,,,,,,
GO:1902251,negative regulation of erythrocyte apopt...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0086046,membrane depolarization during SA node c...,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:0002780,antibacterial peptide biosynthetic proce...,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0007258,JUN phosphorylation,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0030431,sleep,0,1,,,,,,,,,,,,,1.0,1.00000,False,24.0,0.0,0.28,,,,,,,,
GO:0050913,sensory perception of bitter taste,0,1,,,,,,,,,,,,,1.0,1.00000,False,43.0,0.0,0.5,,,,,,,,
GO:0160093,chordate pharynx development,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0030917,midbrain-hindbrain boundary development,0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:0060629,regulation of homologous chromosome segr...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:1905025,negative regulation of membrane repolari...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0090594,inflammatory response to wounding,0,1,,,,,,,,,,,,,1.0,1.00000,False,29.0,0.0,0.34,,,,,,,,
GO:1904508,regulation of protein localization to ba...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0032509,endosome transport via multivesicular bo...,0,1,,,,,,,,,,,,,1.0,1.00000,False,42.0,0.0,0.49,,,,,,,,
GO:1901506,regulation of acylglycerol transport,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:1901258,positive regulation of macrophage colony...,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0043455,regulation of secondary metabolic proces...,0,1,,,,,,,,,,,,,1.0,1.00000,False,16.0,0.0,0.19,,,,,,,,
GO:0006683,galactosylceramide catabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:2000702,regulation of fibroblast growth factor r...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0006393,termination of mitochondrial transcripti...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0030049,muscle filament sliding,0,1,,,,,,,,,,,,,1.0,1.00000,False,14.0,0.0,0.16,,,,,,,,
GO:0035722,interleukin-12-mediated signaling pathwa...,0,1,,,,,,,,,,,,,1.0,1.00000,False,9.0,0.0,0.1,,,,,,,,
GO:0002265,astrocyte activation involved in immune ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0021817,nucleokinesis involved in cell motility ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0071801,regulation of podosome assembly,0,1,,,,,,,,,,,,,1.0,1.00000,False,13.0,0.0,0.15,,,,,,,,
GO:0000958,mitochondrial mRNA catabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:1901465,positive regulation of tetrapyrrole bios...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0060435,bronchiole development,0,1,,,,,,,,,,,,,1.0,1.00000,False,6.0,0.0,0.07,,,,,,,,
GO:0019309,mannose catabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0031281,positive regulation of cyclase activity,0,1,,,,,,,,,,,,,1.0,1.00000,False,29.0,0.0,0.34,,,,,,,,
GO:0019322,pentose biosynthetic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0060160,negative regulation of dopamine receptor...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0042220,response to cocaine,0,1,,,,,,,,,,,,,1.0,1.00000,False,57.0,0.0,0.66,,,,,,,,
GO:0043383,negative T cell selection,0,1,,,,,,,,,,,,,1.0,1.00000,False,13.0,0.0,0.15,,,,,,,,
GO:0051156,glucose 6-phosphate metabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,29.0,0.0,0.34,,,,,,,,
GO:1902223,erythrose 4-phosphate/phosphoenolpyruvat...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:1903463,regulation of mitotic cell cycle DNA rep...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0042100,B cell proliferation,0,1,,,,,,,,,,,,,1.0,1.00000,False,93.0,0.0,1.08,,,,,,,,
GO:1902036,regulation of hematopoietic stem cell di...,0,1,,,,,,,,,,,,,1.0,1.00000,False,18.0,0.0,0.21,,,,,,,,
GO:0036112,medium-chain fatty-acyl-CoA metabolic pr...,0,1,,,,,,,,,,,,,1.0,1.00000,False,6.0,0.0,0.07,,,,,,,,
GO:1990547,mitochondrial phosphate ion transmembran...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:2000391,positive regulation of neutrophil extrav...,0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:0034761,positive regulation of iron ion transmem...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0071031,nuclear mRNA surveillance of mRNA 3'-end...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:1904482,cellular response to tetrahydrofolate,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0070478,nuclear-transcribed mRNA catabolic proce...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0098828,modulation of inhibitory postsynaptic po...,0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:1905432,regulation of retrograde trans-synaptic ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0035898,parathyroid hormone secretion,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0035348,acetyl-CoA transmembrane transport,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0048086,negative regulation of developmental pig...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0001996,positive regulation of heart rate by epi...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0060013,righting reflex,0,1,,,,,,,,,,,,,1.0,1.00000,False,8.0,0.0,0.09,,,,,,,,
GO:0072741,protein localization to cell division si...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0032499,detection of peptidoglycan,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:1905322,positive regulation of mesenchymal stem ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0046549,retinal cone cell development,0,1,,,,,,,,,,,,,1.0,1.00000,False,11.0,0.0,0.13,,,,,,,,
GO:0010759,positive regulation of macrophage chemot...,0,1,,,,,,,,,,,,,1.0,1.00000,False,20.0,0.0,0.23,,,,,,,,
GO:1903793,positive regulation of monoatomic anion ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0046444,FMN metabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0036255,response to methylamine,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0030279,negative regulation of ossification,0,1,,,,,,,,,,,,,1.0,1.00000,False,47.0,0.0,0.54,,,,,,,,
GO:0060676,ureteric bud formation,0,1,,,,,,,,,,,,,1.0,1.00000,False,7.0,0.0,0.08,,,,,,,,
GO:0002007,detection of hypoxic conditions in blood...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:1905930,regulation of vascular associated smooth...,0,1,,,,,,,,,,,,,1.0,1.00000,False,5.0,0.0,0.06,,,,,,,,
GO:2000480,negative regulation of cAMP-dependent pr...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0006220,pyrimidine nucleotide metabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,54.0,0.0,0.63,,,,,,,,
GO:0051413,response to cortisone,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0046452,dihydrofolate metabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:1902866,regulation of retina development in came...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:1903382,negative regulation of endoplasmic retic...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:1990764,myofibroblast contraction,0,1,,,,,,,,,,,,,1.0,1.00000,False,4.0,0.0,0.05,,,,,,,,
GO:0002763,positive regulation of myeloid leukocyte...,0,1,,,,,,,,,,,,,1.0,1.00000,False,64.0,0.0,0.74,,,,,,,,
GO:0021956,central nervous system interneuron axono...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:1903026,negative regulation of RNA polymerase II...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0036023,embryonic skeletal limb joint morphogene...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0008033,tRNA processing,0,1,,,,,,,,,,,,,1.0,1.00000,False,135.0,0.0,1.57,,,,,,,,
GO:0060545,positive regulation of necroptotic proce...,0,1,,,,,,,,,,,,,1.0,1.00000,False,8.0,0.0,0.09,,,,,,,,
GO:0034352,positive regulation of glial cell apopto...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0030845,phospholipase C-inhibiting G protein-cou...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:1990497,regulation of cytoplasmic translation in...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0044786,cell cycle DNA replication,0,1,,,,,,,,,,,,,1.0,1.00000,False,45.0,0.0,0.52,,,,,,,,
GO:0002654,positive regulation of tolerance inducti...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0038183,bile acid signaling pathway,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0042159,lipoprotein catabolic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,15.0,0.0,0.17,,,,,,,,
GO:0009085,lysine biosynthetic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0099608,regulation of action potential firing pa...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0042666,negative regulation of ectodermal cell f...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0046105,thymidine biosynthetic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:0032634,interleukin-5 production,0,1,,,,,,,,,,,,,1.0,1.00000,False,20.0,0.0,0.23,,,,,,,,
GO:0002192,IRES-dependent translational initiation ...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0009128,purine nucleoside monophosphate cataboli...,0,1,,,,,,,,,,,,,1.0,1.00000,False,10.0,0.0,0.12,,,,,,,,
GO:0070365,hepatocyte differentiation,0,1,,,,,,,,,,,,,1.0,1.00000,False,14.0,0.0,0.16,,,,,,,,
GO:0099082,retrograde trans-synaptic signaling by n...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:2001112,regulation of cellular response to hepat...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:2000466,negative regulation of glycogen (starch)...,0,1,,,,,,,,,,,,,1.0,1.00000,False,3.0,0.0,0.03,,,,,,,,
GO:1990736,regulation of vascular associated smooth...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0120322,lipid modification by small protein conj...,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
GO:0034091,regulation of maintenance of sister chro...,0,1,,,,,,,,,,,,,1.0,1.00000,False,9.0,0.0,0.1,,,,,,,,
GO:1905219,regulation of platelet formation,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0043297,apical junction assembly,0,1,,,,,,,,,,,,,1.0,1.00000,False,82.0,0.0,0.95,,,,,,,,
GO:0036298,recombinational interstrand cross-link r...,0,1,,,,,,,,,,,,,1.0,1.00000,False,2.0,0.0,0.02,,,,,,,,
GO:0010021,amylopectin biosynthetic process,0,1,,,,,,,,,,,,,1.0,1.00000,False,1.0,0.0,0.01,,,,,,,,
