"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0055091","phospholipid homeostasis","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"GPAM",1
"GO:0060253","negative regulation of glial cell proliferation","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"CDKN2B",1
"GO:0061548","ganglion development","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"NRP2",1
"GO:0071380","cellular response to prostaglandin E stimulus","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"GNG2",1
"GO:0071732","cellular response to nitric oxide","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"AQP1",1
"GO:0072109","glomerular mesangium development","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"ACTA2",1
"GO:0072224","metanephric glomerulus development","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"AQP1",1
"GO:0080154","regulation of fertilization","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"MYH9",1
"GO:0090136","epithelial cell-cell adhesion","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"THBS4",1
"GO:0090399","replicative senescence","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"MME",1
"GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"RPL26",1
"GO:1903729","regulation of plasma membrane organization","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"MYH9",1
"GO:2000345","regulation of hepatocyte proliferation","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"LIMS2",1
"GO:2000369","regulation of clathrin-dependent endocytosis","1/218","17/18805",0.0588235294117647,5.07420399352402,1.82001796008067,0.179885519256772,0.393718273507768,0.3346095767085,"HIP1R",1
"GO:0006805","xenobiotic metabolic process","3/218","126/18805",0.0238095238095238,2.05384447356924,1.28538640574748,0.180102526752765,0.393718273507768,0.3346095767085,"AOX1/NQO1/AKR1C1",3
"GO:1901989","positive regulation of cell cycle phase transition","3/218","126/18805",0.0238095238095238,2.05384447356924,1.28538640574748,0.180102526752765,0.393718273507768,0.3346095767085,"CCND1/DDR2/NPM1",3
"GO:0062207","regulation of pattern recognition receptor signaling pathway","4/218","191/18805",0.0209424083769634,1.80652288774677,1.21328336700963,0.181725836443049,0.396746683850771,0.337183333557385,"NOP53/PIK3R1/NEK7/HSPA1A",4
"GO:0042058","regulation of epidermal growth factor receptor signaling pathway","2/218","67/18805",0.0298507462686567,2.57496919074353,1.3986097943857,0.182238309700685,0.396746683850771,0.337183333557385,"SOS1/HIP1R",2
"GO:0045453","bone resorption","2/218","67/18805",0.0298507462686567,2.57496919074353,1.3986097943857,0.182238309700685,0.396746683850771,0.337183333557385,"PDK4/TF",2
"GO:0060042","retina morphogenesis in camera-type eye","2/218","67/18805",0.0298507462686567,2.57496919074353,1.3986097943857,0.182238309700685,0.396746683850771,0.337183333557385,"NTRK2/LRP5",2
"GO:0070301","cellular response to hydrogen peroxide","2/218","67/18805",0.0298507462686567,2.57496919074353,1.3986097943857,0.182238309700685,0.396746683850771,0.337183333557385,"NQO1/AQP1",2
"GO:0080164","regulation of nitric oxide metabolic process","2/218","67/18805",0.0298507462686567,2.57496919074353,1.3986097943857,0.182238309700685,0.396746683850771,0.337183333557385,"ATP2B4/CLU",2
"GO:0010001","glial cell differentiation","5/218","259/18805",0.0193050193050193,1.66527930289398,1.16755536955629,0.182988458223038,0.397578405071059,0.337890188951676,"SOS1/CLU/CDKN2C/NTRK2/PTPN11",5
"GO:0045927","positive regulation of growth","5/218","259/18805",0.0193050193050193,1.66527930289398,1.16755536955629,0.182988458223038,0.397578405071059,0.337890188951676,"GPAM/MAP1B/YAP1/SFRP2/LEP",5
"GO:0006090","pyruvate metabolic process","3/218","127/18805",0.0236220472440945,2.03767246984035,1.27070777813892,0.1829963655119,0.397578405071059,0.337890188951676,"PDK4/ME1/ALDOC",3
"GO:0009100","glycoprotein metabolic process","7/218","400/18805",0.0175,1.50957568807339,1.1156282499313,0.183840542803623,0.399139084033602,0.339216564083777,"CST3/BPNT2/MAN1A1/DHDDS/GNS/ST6GALNAC6/LEP",7
"GO:1901991","negative regulation of mitotic cell cycle phase transition","4/218","192/18805",0.0208333333333333,1.79711391437309,1.20229636614152,0.184035636800122,0.399289356997254,0.339344276654267,"FHL1/NOP53/CCND1/CDKN2B",4
"GO:0030282","bone mineralization","3/218","128/18805",0.0234375,2.02175315366972,1.25616338660262,0.185902662124495,0.39998757677017,0.339937673096305,"LOX/DDR2/LEP",3
"GO:0072089","stem cell proliferation","3/218","128/18805",0.0234375,2.02175315366972,1.25616338660262,0.185902662124495,0.39998757677017,0.339937673096305,"CDKN2C/YAP1/SFRP2",3
"GO:0032414","positive regulation of ion transmembrane transporter activity","2/218","68/18805",0.0294117647058824,2.53710199676201,1.37516823896422,0.18641384778467,0.39998757677017,0.339937673096305,"CALM2/ASPH",2
"GO:0035019","somatic stem cell population maintenance","2/218","68/18805",0.0294117647058824,2.53710199676201,1.37516823896422,0.18641384778467,0.39998757677017,0.339937673096305,"YAP1/LRP5",2
"GO:0045668","negative regulation of osteoblast differentiation","2/218","68/18805",0.0294117647058824,2.53710199676201,1.37516823896422,0.18641384778467,0.39998757677017,0.339937673096305,"IGFBP5/LRP5",2
"GO:0051057","positive regulation of small GTPase mediated signal transduction","2/218","68/18805",0.0294117647058824,2.53710199676201,1.37516823896422,0.18641384778467,0.39998757677017,0.339937673096305,"SOS1/COL3A1",2
"GO:0050870","positive regulation of T cell activation","5/218","261/18805",0.0191570881226054,1.65251854195227,1.14963537815924,0.186926902811811,0.39998757677017,0.339937673096305,"CD46/GPAM/YWHAG/LEP/PTPN11",5
"GO:2000146","negative regulation of cell motility","7/218","403/18805",0.0173697270471464,1.49833815193389,1.09519856422968,0.188547208937003,0.39998757677017,0.339937673096305,"ATP2B4/LIMCH1/IGFBP5/SERPINF1/SFRP2/COL3A1/APOD",7
"GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway","3/218","129/18805",0.0232558139534884,2.00608064860252,1.24175076659921,0.188821103596054,0.39998757677017,0.339937673096305,"NOP53/NEK7/HSPA1A",3
"GO:0001710","mesodermal cell fate commitment","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"SFRP2",1
"GO:0002424","T cell mediated immune response to tumor cell","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"YWHAG",1
"GO:0002836","positive regulation of response to tumor cell","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"YWHAG",1
"GO:0002839","positive regulation of immune response to tumor cell","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"YWHAG",1
"GO:0006103","2-oxoglutarate metabolic process","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"IDH1",1
"GO:0006957","complement activation, alternative pathway","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"CFH",1
"GO:0010310","regulation of hydrogen peroxide metabolic process","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"PRDX2",1
"GO:0010612","regulation of cardiac muscle adaptation","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"ATP2B4",1
"GO:0014048","regulation of glutamate secretion","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"SLC38A2",1
"GO:0015936","coenzyme A metabolic process","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"ACLY",1
"GO:0016264","gap junction assembly","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"APLNR",1
"GO:0030730","triglyceride storage","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"LPL",1
"GO:0032274","gonadotropin secretion","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"LEP",1
"GO:0032328","alanine transport","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"SLC38A2",1
"GO:0035358","regulation of peroxisome proliferator activated receptor signaling pathway","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"LEP",1
"GO:0036507","protein demannosylation","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"MAN1A1",1
"GO:0036508","protein alpha-1,2-demannosylation","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"MAN1A1",1
"GO:0042339","keratan sulfate proteoglycan metabolic process","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"GNS",1
"GO:0043117","positive regulation of vascular permeability","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"PDE2A",1
"GO:0043217","myelin maintenance","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"CLU",1
"GO:0048368","lateral mesoderm development","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"YAP1",1
"GO:0060221","retinal rod cell differentiation","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"NTRK2",1
"GO:0060576","intestinal epithelial cell development","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"YAP1",1
"GO:0072578","neurotransmitter-gated ion channel clustering","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"SHANK3",1
"GO:0072673","lamellipodium morphogenesis","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"ENPP2",1
"GO:0099638","endosome to plasma membrane protein transport","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"SCARB2",1
"GO:1900006","positive regulation of dendrite development","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"VLDLR",1
"GO:1903242","regulation of cardiac muscle hypertrophy in response to stress","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"ATP2B4",1
"GO:1990403","embryonic brain development","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"RPL10",1
"GO:2000846","regulation of corticosteroid hormone secretion","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"PTPN11",1
"GO:2001224","positive regulation of neuron migration","1/218","18/18805",0.0555555555555556,4.79230377166157,1.7432487860057,0.189401431370995,0.39998757677017,0.339937673096305,"FLNA",1
"GO:0006278","RNA-templated DNA biosynthetic process","2/218","69/18805",0.0289855072463768,2.50033240260604,1.35214203400149,0.190602853318487,0.401189283826305,0.34095896856679,"HNRNPA1/NEK7",2
"GO:0044091","membrane biogenesis","2/218","69/18805",0.0289855072463768,2.50033240260604,1.35214203400149,0.190602853318487,0.401189283826305,0.34095896856679,"CAV2/SERINC1",2
"GO:0046503","glycerolipid catabolic process","2/218","69/18805",0.0289855072463768,2.50033240260604,1.35214203400149,0.190602853318487,0.401189283826305,0.34095896856679,"ENPP2/LPL",2
"GO:0048857","neural nucleus development","2/218","69/18805",0.0289855072463768,2.50033240260604,1.35214203400149,0.190602853318487,0.401189283826305,0.34095896856679,"MAOB/CALM2",2
"GO:0061180","mammary gland epithelium development","2/218","69/18805",0.0289855072463768,2.50033240260604,1.35214203400149,0.190602853318487,0.401189283826305,0.34095896856679,"CCND1/LRP5",2
"GO:0051091","positive regulation of DNA-binding transcription factor activity","4/218","195/18805",0.0205128205128205,1.76946600799812,1.16972097306246,0.191022540522455,0.40180603351275,0.341483125979343,"CLU/DDR2/NPM1/HSPA1A",4
"GO:0045786","negative regulation of cell cycle","7/218","405/18805",0.017283950617284,1.4909389511836,1.0816700607649,0.191712401182337,0.402989885056575,0.34248924657526,"FHL1/MAP3K20/NOP53/CCND1/CDKN2B/PTPN11/NPM1",7
"GO:0006687","glycosphingolipid metabolic process","2/218","70/18805",0.0285714285714286,2.46461336828309,1.32951696595812,0.194804458274936,0.407280323935058,0.346135564345153,"SCARB2/ST6GALNAC6",2
"GO:0046888","negative regulation of hormone secretion","2/218","70/18805",0.0285714285714286,2.46461336828309,1.32951696595812,0.194804458274936,0.407280323935058,0.346135564345153,"LEP/PTPN11",2
"GO:0048662","negative regulation of smooth muscle cell proliferation","2/218","70/18805",0.0285714285714286,2.46461336828309,1.32951696595812,0.194804458274936,0.407280323935058,0.346135564345153,"IGFBP5/APOD",2
"GO:0003014","renal system process","3/218","132/18805",0.0227272727272727,1.96048790658882,1.19927984952117,0.19764618793194,0.407280323935058,0.346135564345153,"NPR3/AKR1C3/AQP1",3
"GO:0008380","RNA splicing","8/218","482/18805",0.016597510373444,1.43172560813126,1.0398764834048,0.198059498872077,0.407280323935058,0.346135564345153,"FUS/RPS13/SLC38A2/HNRNPA1/PIK3R1/SRRM2/PRPF8/HSPA1A",8
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","4/218","198/18805",0.0202020202020202,1.74265591696784,1.13770791760569,0.19809249200056,0.407280323935058,0.346135564345153,"ACTA2/CCN2/DDR2/PTPN11",4
"GO:0071466","cellular response to xenobiotic stimulus","4/218","198/18805",0.0202020202020202,1.74265591696784,1.13770791760569,0.19809249200056,0.407280323935058,0.346135564345153,"AOX1/NQO1/PDE2A/AKR1C1",4
"GO:0001829","trophectodermal cell differentiation","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"YAP1",1
"GO:0001845","phagolysosome assembly","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"SRPX",1
"GO:0002029","desensitization of G protein-coupled receptor signaling pathway","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"APLNR",1
"GO:0006743","ubiquinone metabolic process","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"NQO1",1
"GO:0010421","hydrogen peroxide-mediated programmed cell death","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"DDR2",1
"GO:0010744","positive regulation of macrophage derived foam cell differentiation","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"LPL",1
"GO:0010968","regulation of microtubule nucleation","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"HSPA1A",1
"GO:0018200","peptidyl-glutamic acid modification","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"VKORC1L1",1
"GO:0032310","prostaglandin secretion","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"LEP",1
"GO:0036342","post-anal tail morphogenesis","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"SFRP2",1
"GO:0042053","regulation of dopamine metabolic process","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"MAOB",1
"GO:0042069","regulation of catecholamine metabolic process","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"MAOB",1
"GO:0042402","biogenic amine catabolic process","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"MAOB",1
"GO:0045780","positive regulation of bone resorption","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"TF",1
"GO:0048339","paraxial mesoderm development","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"YAP1",1
"GO:0048486","parasympathetic nervous system development","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"NRP2",1
"GO:0060039","pericardium development","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"SOS1",1
"GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"HSPA1A",1
"GO:0071071","regulation of phospholipid biosynthetic process","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"IDH1",1
"GO:0071636","positive regulation of transforming growth factor beta production","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"CD46",1
"GO:0086014","atrial cardiac muscle cell action potential","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"FLNA",1
"GO:0086026","atrial cardiac muscle cell to AV node cell signaling","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"FLNA",1
"GO:0086066","atrial cardiac muscle cell to AV node cell communication","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"FLNA",1
"GO:1901978","positive regulation of cell cycle checkpoint","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"MAP3K20",1
"GO:1902170","cellular response to reactive nitrogen species","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"AQP1",1
"GO:1902514","regulation of calcium ion transmembrane transport via high voltage-gated calcium channel","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"CACNA2D1",1
"GO:1902548","negative regulation of cellular response to vascular endothelial growth factor stimulus","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"ATP2B4",1
"GO:1902570","protein localization to nucleolus","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"NOP53",1
"GO:1905906","regulation of amyloid fibril formation","1/218","19/18805",0.0526315789473684,4.54007725736359,1.67194158606784,0.198807429559163,0.407280323935058,0.346135564345153,"CLU",1
"GO:0003143","embryonic heart tube morphogenesis","2/218","71/18805",0.028169014084507,2.42990050394108,1.30727951006384,0.199017812767762,0.407280323935058,0.346135564345153,"APLNR/YAP1",2
"GO:0003208","cardiac ventricle morphogenesis","2/218","71/18805",0.028169014084507,2.42990050394108,1.30727951006384,0.199017812767762,0.407280323935058,0.346135564345153,"SEMA3C/SFRP2",2
"GO:0009064","glutamine family amino acid metabolic process","2/218","71/18805",0.028169014084507,2.42990050394108,1.30727951006384,0.199017812767762,0.407280323935058,0.346135564345153,"ATP2B4/GLS",2
"GO:0046513","ceramide biosynthetic process","2/218","71/18805",0.028169014084507,2.42990050394108,1.30727951006384,0.199017812767762,0.407280323935058,0.346135564345153,"ASAH1/ST6GALNAC6",2
"GO:1902808","positive regulation of cell cycle G1/S phase transition","2/218","71/18805",0.028169014084507,2.42990050394108,1.30727951006384,0.199017812767762,0.407280323935058,0.346135564345153,"CCND1/DDR2",2
"GO:0001558","regulation of cell growth","7/218","410/18805",0.0170731707317073,1.47275676885209,1.04816223125393,0.199718909426944,0.408451567183924,0.347130969522145,"FHL1/IGFBP5/CDKN2C/MAP1B/YAP1/SFRP2/HSPA1A",7
"GO:0046626","regulation of insulin receptor signaling pathway","2/218","72/18805",0.0277777777777778,2.39615188583078,1.28541678762004,0.203242084750992,0.414640926229579,0.352391123672248,"LEP/PTPN11",2
"GO:0072577","endothelial cell apoptotic process","2/218","72/18805",0.0277777777777778,2.39615188583078,1.28541678762004,0.203242084750992,0.414640926229579,0.352391123672248,"ANGPTL4/AKR1C3",2
"GO:0031396","regulation of protein ubiquitination","4/218","201/18805",0.0199004975124378,1.71664612716235,1.10623740759166,0.20524135945034,0.414640926229579,0.352391123672248,"RPL23/RPS2/RPL11/HSPA1A",4
"GO:0007041","lysosomal transport","3/218","135/18805",0.0222222222222222,1.91692150866463,1.15791213173252,0.206569445001565,0.414640926229579,0.352391123672248,"CLU/SCARB2/HSPA1A",3
"GO:0021782","glial cell development","3/218","135/18805",0.0222222222222222,1.91692150866463,1.15791213173252,0.206569445001565,0.414640926229579,0.352391123672248,"SOS1/CLU/NTRK2",3
"GO:0043401","steroid hormone receptor signaling pathway","3/218","135/18805",0.0222222222222222,1.91692150866463,1.15791213173252,0.206569445001565,0.414640926229579,0.352391123672248,"PLPP1/PMEPA1/PER1",3
"GO:0097237","cellular response to toxic substance","3/218","135/18805",0.0222222222222222,1.91692150866463,1.15791213173252,0.206569445001565,0.414640926229579,0.352391123672248,"PRDX2/NQO1/GPX3",3
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","2/218","73/18805",0.0273972602739726,2.36332788739475,1.2639165265062,0.207476459722756,0.414640926229579,0.352391123672248,"FHL1/NOP53",2
"GO:0015800","acidic amino acid transport","2/218","73/18805",0.0273972602739726,2.36332788739475,1.2639165265062,0.207476459722756,0.414640926229579,0.352391123672248,"SLC38A2/NTRK2",2
"GO:0001502","cartilage condensation","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"CCN2",1
"GO:0003215","cardiac right ventricle morphogenesis","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"SEMA3C",1
"GO:0006541","glutamine metabolic process","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"GLS",1
"GO:0010522","regulation of calcium ion transport into cytosol","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"ASPH",1
"GO:0022401","negative adaptation of signaling pathway","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"APLNR",1
"GO:0023058","adaptation of signaling pathway","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"APLNR",1
"GO:0031954","positive regulation of protein autophosphorylation","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"CALM2",1
"GO:0032332","positive regulation of chondrocyte differentiation","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"LOXL2",1
"GO:0033194","response to hydroperoxide","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"GPX3",1
"GO:0043116","negative regulation of vascular permeability","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"PDE2A",1
"GO:0043171","peptide catabolic process","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"MME",1
"GO:0046827","positive regulation of protein export from nucleus","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"RAPGEF3",1
"GO:0048266","behavioral response to pain","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"THBS4",1
"GO:0048268","clathrin coat assembly","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"HIP1R",1
"GO:0048311","mitochondrion distribution","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"KIF5B",1
"GO:0051443","positive regulation of ubiquitin-protein transferase activity","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"RPS2",1
"GO:0060216","definitive hemopoiesis","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"MFAP5",1
"GO:0060602","branch elongation of an epithelium","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"YAP1",1
"GO:0060749","mammary gland alveolus development","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"CCND1",1
"GO:0061377","mammary gland lobule development","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"CCND1",1
"GO:0070314","G1 to G0 transition","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"RPL23",1
"GO:0071474","cellular hyperosmotic response","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"AQP1",1
"GO:0071605","monocyte chemotactic protein-1 production","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"APOD",1
"GO:0071625","vocalization behavior","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"SHANK3",1
"GO:0071637","regulation of monocyte chemotactic protein-1 production","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"APOD",1
"GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"ATP2B4",1
"GO:0072376","protein activation cascade","1/218","20/18805",0.05,4.31307339449541,1.60542186533931,0.208104777603244,0.414640926229579,0.352391123672248,"FLNA",1
